400.000	21.456
401.505	22.059
403.010	22.998
404.515	24.004
406.020	25.144
407.525	26.351
409.030	27.557
410.535	28.563
412.040	29.234
413.545	29.770
415.050	30.172
416.555	30.374
418.060	30.508
419.565	30.843
421.070	31.849
422.575	33.391
424.080	35.000
425.585	36.274
427.090	37.011
428.595	37.414
430.100	37.682
431.605	37.950
433.110	38.084
434.615	38.285
436.120	38.688
437.625	39.157
439.130	39.693
440.635	40.096
442.140	40.431
443.645	40.766
445.151	41.102
446.656	41.504
448.161	41.906
449.666	42.375
451.171	42.778
452.676	43.180
454.181	43.515
455.686	43.784
457.191	43.784
458.696	43.582
460.201	43.448
461.706	43.180
463.211	42.845
464.716	42.644
466.221	42.778
467.726	43.180
469.231	43.582
470.736	43.851
472.241	43.851
473.746	43.649
475.251	43.314
476.756	42.778
478.261	42.107
479.766	41.370
481.271	40.833
482.776	40.364
484.281	39.962
485.786	39.693
487.291	39.559
488.796	39.492
490.301	39.023
491.806	38.218
493.311	37.146
494.816	36.006
496.321	35.067
497.826	34.262
499.331	33.659
500.836	33.123
502.341	32.586
506.856	31.245
508.361	30.843
509.866	30.172
511.371	29.234
512.876	28.094
514.381	26.954
515.886	25.613
517.391	24.339
518.896	23.065
520.401	21.858
521.906	20.785
523.411	19.847
524.916	19.042
526.421	18.238
527.926	17.500
529.431	16.830
530.936	16.092
532.441	15.354
533.946	14.617
535.452	13.946
536.957	13.276
538.462	12.672
539.967	12.136
541.472	11.667
542.977	11.331
544.482	10.996
545.987	10.661
547.492	10.326
548.997	9.990
550.502	9.521
552.007	9.052
553.512	8.515
555.017	7.912
556.522	7.308
558.027	6.638
559.532	6.102
561.037	5.632
562.542	5.163
564.047	4.828
565.552	4.559
567.057	4.425
571.572	4.023
573.077	3.956
574.582	3.889
576.087	3.822
577.592	3.755
579.097	3.688
580.602	3.554
582.107	3.420
583.612	3.285
585.117	3.084
586.622	3.017
588.127	2.883
589.632	2.749
591.137	2.682
592.642	2.615
594.147	2.615
595.652	2.615
597.157	2.615
598.662	2.615
600.167	2.615
601.672	2.615
603.177	2.615
604.682	2.548
606.187	2.548
607.692	2.481
609.197	2.414
610.702	2.347
612.207	2.347
613.712	2.280
615.217	2.213
616.722	2.213
618.227	2.280
619.732	2.280
621.237	2.414
622.742	2.481
624.247	2.615
625.753	2.682
627.258	2.883
628.763	3.017
630.268	3.084
637.793	3.822
639.298	3.822
640.803	3.956
642.308	4.023
643.813	4.157
645.318	4.224
646.823	4.425
648.328	4.559
649.833	4.828
651.338	5.029
652.843	5.297
654.348	5.565
655.853	5.766
657.358	6.034
658.863	6.303
660.368	6.571
661.873	6.772
663.378	6.906
664.883	7.107
666.388	7.107
667.893	7.107
669.398	7.107
670.903	7.040
672.408	6.906
673.913	6.772
675.418	6.638
676.923	6.504
678.428	6.370
679.933	6.303
681.438	6.236
682.943	6.236
684.448	6.303
693.478	7.174
694.983	7.308
696.488	7.443
697.993	7.510
699.498	7.510
701.003	7.510
702.508	7.375
704.013	7.241
705.518	7.040
707.023	6.772
708.528	6.504
710.033	6.169
711.538	5.900
713.043	5.632
714.548	5.431
716.054	5.163
717.559	4.962
719.064	4.828
720.569	4.693
722.074	4.559
723.579	4.492
725.084	4.425
726.589	4.358
728.094	4.291
729.599	4.291
731.104	4.291
732.609	4.291
734.114	4.291
735.619	4.291
737.124	4.291
738.629	4.224
740.134	4.224
741.639	4.157
743.144	4.090
744.649	3.956
746.154	3.822
747.659	3.621
749.164	3.487
750.669	3.352
752.174	3.218
753.679	3.017
755.184	2.950
756.689	2.816
758.194	2.749
759.699	2.749
761.204	2.682
762.709	2.749
764.214	2.816
765.719	2.883
767.224	3.017
768.729	3.151
770.234	3.420
771.739	3.621
773.244	3.956
774.749	4.291
776.254	4.693
777.759	5.230
779.264	5.766
780.769	6.370
782.274	7.040
783.779	7.778
785.284	8.515
786.789	9.253
788.294	9.923
789.799	10.527
791.304	11.063
792.809	11.533
794.314	11.868
795.819	12.270
797.324	12.538
798.829	12.874
800.334	13.209
801.839	13.611
803.344	14.013
804.849	14.282
807.860	15.556
809.365	15.891
810.870	16.293
812.375	16.695
813.880	17.031
815.385	17.366
818.395	18.103
819.900	18.238
821.405	18.439
822.910	18.573
824.415	18.707
825.920	18.841
827.425	18.908
828.930	18.975
830.435	19.042
831.940	19.042
833.445	19.042
834.950	19.042
836.455	18.975
837.960	18.841
839.465	18.640
840.970	18.372
842.475	18.103
843.980	17.701
845.485	17.299
846.990	16.964
848.495	16.628
850.000	16.360
866.555	13.946
868.060	13.812
869.565	13.745
871.070	13.678
872.575	13.611
874.080	13.611
875.585	13.544
877.090	13.477
878.595	13.410
883.110	12.874
884.615	12.739
886.120	12.739
889.130	12.203
890.635	12.069
892.140	11.801
893.645	11.600
895.151	11.398
896.656	11.197
898.161	10.996
899.666	10.795
901.171	10.661
908.696	9.320
910.201	9.186
911.706	8.985
913.211	8.716
914.716	8.515
916.221	8.247
917.726	7.979
919.231	7.711
920.736	7.443
922.241	7.241
923.746	7.040
925.251	6.839
926.756	6.705
928.261	6.571
